level_1,level_2,level_3,level_4,level_3_final,level_4_final,agency,agency_name,agency_display,agency_display_abbreviation,bureau,bureau_citation_display,bureau_display,bureau_display_abbreviation,program,value
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Reserve Personnel, Air Force",2533200551.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"National Guard Personnel, Air Force",5141551675.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,"Operation and Maintenance, Defense-wide",61328347510.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,"Operation and Maintenance, Defense-wide",15684197.1
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,United States Court of Appeals for the Armed Forces,17775423.38
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,Office of the Inspector General,478890818.2
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,Department of Defense Acquisition Workforce Development Account,89922730.05
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,Defense Health Program,39168668230.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,Defense Health Program,-25094715.36
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,Cooperative Threat Reduction Account,378511956.7
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,Cooperative Threat Reduction Account,1045613.1399999999
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,The Department of Defense Environmental Restoration Accounts,-17775423.38
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,"Overseas Humanitarian, Disaster, and Civic Aid",579269679.6
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,Support for International Sporting Competitions,1045613.1399999999
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,"Operation and Maintenance, Marine Corps",9985605488.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,"Operation and Maintenance, Marine Corps",10456131.4
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,"Operation and Maintenance, Marine Corps Reserve",326231299.7
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,"Operation and Maintenance, Navy",68682144720.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,"Operation and Maintenance, Navy",-35550846.76
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,"Operation and Maintenance, Navy Reserve",1270419965.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,"Operation and Maintenance, Army",62445062340.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,"Operation and Maintenance, Army",-81557824.93
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,"Operation and Maintenance, Army National Guard",8084680799.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,"Operation and Maintenance, Army Reserve",3206895501.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,Afghanistan Security Forces Fund,-443339971.4
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,Counter-Islamic State of Iraq and Syria Train and Equip Fund,414062803.5
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,"Operation and Maintenance, Air Force",60801358480.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,"Operation and Maintenance, Air Force",29277167.919999998
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Operation and Maintenance,US Department of Defense,Department of Defense,,"Operation and Maintenance, Space Force",3665919669.0
